loss,simulation_number
2.855259970171581e-11,1
6.501981119109424e-98,2
2.20218551695141e-143,3
3.8314553360440576e-108,4
1.0963288887039389e-79,5
2.783731728591408e-20,6
2.394419546761404e-65,7
1.9507642748276161e-91,8
1.405013112720485e-23,9
9.257248096784285e-140,10
9000000.0,11
3.633703798084929e-53,12
2.5763478947933284e-31,13
1.2832970058929558e-96,14
6.247341599118514e-17,15
1.2791576573977073e-15,16
1.1097281580593313e-73,17
9000000.0,18
4.81142886733455e-25,19
0.0,20
3.684435569211112e-14,21
6.200874364925613e-117,22
1.418280463414762e-57,23
1.2085097291137163e-55,24
3.5129126092721054e-19,25
2.3596371454674266e-95,26
1.0586560234010982e-77,27
1.3244895085914663e-34,28
4.735482526644717e-22,29
7.2120963423683845e-28,30
3.4857713938240477e-28,31
1.472785336201322e-82,32
2.9562339830157065e-18,33
2.052340919414827e-250,34
1.4383166535617385e-174,35
1.2181721125164695e-18,36
0.5770961017138969,37
2.2188984305404746e-25,38
4.144724449598775e-132,39
8968952.868854938,40
8999999.24527504,41
8992981.5739776,42
584701.6522135714,43
3.278295244855721e-212,44
1.50290414977395e-10,45
1.9409233401149326e-145,46
0.0,47
7002.39374557608,48
2.1583887127590905e-38,49
1.5888724331417178e-230,50
6.767086385863321e-13,51
2506618.155931299,52
2.3739953502448434e-18,53
1.0252504401553417e-96,54
5.074621604231546e-211,55
3.1479321373819195e-226,56
1.8270456835870676e-48,57
0.2549357158671179,58
1.1267976660520578e-28,59
1.36286982414946e-249,60
1.5811442001626977e-11,61
5.4554964243684026e-73,62
9000000.0,63
1.731064152709088e-272,64
2.3568099862701472e-93,65
1.928267232355791e-14,66
2.3465245196397253e-17,67
9.215333967410635e-102,68
7.438680079656467e-214,69
9.678223647925582e-26,70
6.908880101433065e-215,71
6.161996237698106e-98,72
4.225572680770612e-21,73
2.7860528615384776e-47,74
7.867636740538257e-218,75
1.5816296607293706e-37,76
8999913.248127436,77
1.7326818404027557e-05,78
8999995.946779223,79
5.091871184097434e-62,80
0.0,81
9.957980532435097e-218,82
2.7054035981974525e-28,83
7554246.693814924,84
6.807619075179245e-08,85
4.15469260805964e-17,86
7.263854601658614e-35,87
1.2776697733223107e-17,88
8999999.99866922,89
8999835.016820718,90
61889.60981008799,91
2.2951916757012077e-31,92
2.515384977905645e-103,93
9.139073390061383e-39,94
1.0338940876256002e-67,95
3.752259447451581e-260,96
1.2708112715092757e-165,97
3.8657286670510654e-27,98
2.04355566004045e-124,99
3.0458365504446224e-209,100
3.059188581471146e-252,101
1.3215043548659663e-73,102
0.0004140194615571047,103
8.190590479327473e-10,104
3.3340543973456064e-14,105
0.0,106
4.952396553790815e-41,107
0.00036715573086009437,108
9000000.0,109
1.5832921127551122e-142,110
8999997.628187614,111
1.2801113578786103e-50,112
2.260951767319245e-71,113
1.3020124391635848e-143,114
1.1296895023135451e-241,115
1.446491675723747e-06,116
1.726801904163439e-234,117
8.821254903534428e-87,118
3.1486537756369506e-32,119
5.7476067695424735e-30,120
2.174892966499191e-09,121
1.481941741098811e-16,122
5.84226750366566e-73,123
1.8300867043217385e-09,124
1.0153333935035577e-157,125
2.886552350837362e-75,126
3.4008298308975875e-51,127
2.4832867720717908e-85,128
5.17532372405952e-123,129
9000000.0,130
7.2134440535373e-291,131
4.509745135616019e-151,132
6.175920354925355e-16,133
9.17134399607198e-36,134
0.10472737982204093,135
1.1530796021926468e-122,136
0.0,137
2.683478336483388e-06,138
2.1779703861312447e-153,139
9.847545675567766e-157,140
5.12360564455007e-72,141
0.0037307975935488213,142
4.2457277295165557e-212,143
1.3571878203999498e-189,144
0.0,145
8999998.904848306,146
7.749238691014575e-119,147
2.1134864727235397e-132,148
1.4537377066319997e-50,149
1.8255214639027962e-60,150
6.400269982896672e-162,151
3.943828835635974e-139,152
0.0,153
2.5300475018770034e-146,154
0.0,155
7.148924419096858e-69,156
2.8343346630013542e-86,157
7.097500536679231e-158,158
