loss,simulation_number
1.6686164994586332e-16,1
3.170073133168924e-140,2
9.839124934433145e-277,3
8.94802413192758e-191,4
2.627224306245434e-118,5
7.579427074892176e-125,6
3.505911746292436e-64,7
9.123712861248084e-33,8
68.61920013473593,9
4.335563271737152e-15,10
0.21676514799228672,11
1.3199256011821595e-21,12
1.2119426855341656e-06,13
1.0625104190004631e-57,14
3.588385369661754e-09,15
1.1772138227229629e-33,16
4801202.2301546,17
182981.29266348976,18
2.954617613314525e-88,19
4.062344074640204e-167,20
6999999.990101907,21
6.473193359298704e-15,22
7.363920440502614e-26,23
5.825310355312042e-07,24
10.5411306328996,25
1.0377422157825805e-83,26
9.264763862532424e-209,27
4.1188470917345385e-24,28
5.377607493596043e-16,29
2.0080742041898065e-13,30
1.4720617251609356e-39,31
548464.0242969763,32
3.4879674906575896e-85,33
9.230822901645931e-14,34
5.9919485470973155e-05,35
1.1431645460089421e-07,36
6999999.999980214,37
7.483261832704552e-59,38
1.6778458974405182e-156,39
8.37121402348008e-136,40
7.316122637611529e-239,41
0.0,42
1.5700420173587635e-59,43
5211236.273432954,44
8.665282469824298e-74,45
3.22652541545007e-21,46
4.775689140455421e-34,47
1.1850492300391146e-22,48
4.265527096609428e-121,49
3.855509182277126e-60,50
1.181898130781298e-11,51
8.796324629481598e-58,52
1.2589407066709901e-188,53
1.4605407892355478e-49,54
6.120024844716351e-14,55
6994970.270237597,56
2.887269619559759e-99,57
2.2305410743611463e-45,58
1.6622263025567387e-164,59
8.695201005954807e-93,60
4.768153674783036e-187,61
7.248448681993376e-52,62
1.4900158544268847e-136,63
2.031842081409851e-45,64
7.383177487023798e-58,65
8.303577669163037e-292,66
1.370064344596302e-84,67
4.246142683956642e-99,68
1.2776376232857792e-34,69
2.2598969046229126e-168,70
6999893.620762794,71
3.2489346709999656e-82,72
2.847348913463921e-29,73
6.318606287603688e-29,74
6999993.767756256,75
5.17173124382378e-123,76
1.6156755745177899e-181,77
7000000.0,78
6893966.098284461,79
1.0659172724331177e-40,80
684939.1359365688,81
2.5652132540197677e-05,82
5.333791161311159e-130,83
1.647933264214938e-45,84
6957618.911077692,85
1.4612009278191366e-110,86
0.0,87
3.014537048632986e-11,88
6.119934708892771e-121,89
4451982.395059679,90
1.2315060750982043e-12,91
1.4129725225934117e-128,92
4.634489936473829e-95,93
8.0534608103821e-136,94
8.00150279445922e-56,95
7.445267758052503e-220,96
3.9197688298167763e-106,97
4006861.562808946,98
2.8660506585787022e-189,99
1.4244061652565122e-49,100
1.1565148541196982e-113,101
9.47219530297695e-117,102
4.140207014180046e-22,103
5.034726159291515e-143,104
1.4574028321582925e-30,105
7000000.0,106
9.654213552358668e-32,107
7000000.0,108
1.8629092052860077e-62,109
1.482380452897077e-20,110
5.309443877350313e-43,111
4.8114088069574005e-12,112
3.241667004521817e-179,113
1.1042700874197544e-199,114
