loss,simulation_number
7937807.497921561,1
0.7112356997705983,2
7949603.822958054,3
3.3487802855964185e-65,4
1.8579770575209066e-18,5
5.5288957801810393e-14,6
1.9736414288614186e-63,7
2.527207910491579e-18,8
8.540263786433482e-21,9
7260.915578904895,10
1.3146569576402063e-09,11
1.9111472719031735e-94,12
5.540995345559041e-36,13
3.4175266309766597e-39,14
1.9090554812954336e-09,15
1.7515207786993736e-28,16
1.1379142302793844e-20,17
55702.50597597149,18
5.363286716459145e-17,19
1.0140497769765912e-06,20
0.9369085272668286,21
797897.9761287747,22
0.026644758465583614,23
56.52150133468329,24
7.878659651272587e-146,25
6.579241177485793e-18,26
8.792760729584714,27
2.100056093765673e-06,28
5313.575017837483,29
0.012584968073040536,30
102326.97195970309,31
6662976.760403641,32
396484.22575823596,33
4.021473394720096e-06,34
2.1712789012167865e-48,35
17.194654602941814,36
0.000643503633990294,37
30.233556448356406,38
4.9165376488211366e-08,39
32791.78473435861,40
2.761561013219972e-26,41
1.5471635940285462e-15,42
2.8073720068907894e-08,43
0.00014078499674887875,44
42.11388338773189,45
3804899.6538273683,46
1.7383139503139088e-08,47
3.6037507207353704e-06,48
1.1213896909482664e-11,49
7028430.04020102,50
1.1256382816122588e-06,51
1.0136346981607154e-06,52
3.25254818920188e-33,53
4105276.1114968313,54
2.5965019377515458e-45,55
0.00037220779398240364,56
0.0019562975606829936,57
28.775109987388227,58
3.208032551532643e-20,59
1.0731169662671549e-48,60
3.1643726877318157e-72,61
1.0804455280211067,62
1001.9674547437954,63
4.5431625542019035e-05,64
1.541154743619673,65
2.8668750220643586e-08,66
4.086141078829083e-15,67
5.304842594458168e-39,68
7987066.094959233,69
2.422590276699277e-11,70
471.6643370550429,71
1.325974034269234e-64,72
88065.31301908432,73
2.204823143798966e-15,74
1.7083545303673035e-25,75
0.00017594474512720354,76
4.531345906496095e-50,77
4.535907442459684e-56,78
0.003756196988422621,79
0.1538449802803008,80
2145696.5103692394,81
1.333603196107325e-07,82
7.1899064001452404e-12,83
3.2832664187296677e-83,84
1654.5351044915412,85
5050318.778655037,86
6.9598870599395325e-09,87
0.012684086576305074,88
7999998.904313017,89
0.1949697405139313,90
1.7859946434461002e-07,91
6760.817096677119,92
3.884870214249693e-79,93
7.872737221019975e-44,94
1.0030987748192008e-68,95
9.081752366947631e-17,96
0.0010125215817705865,97
5.776447822206962e-14,98
5.582415539400291e-19,99
1.2432263030615715e-18,100
1.5528919680157217e-30,101
3.879050782325472e-60,102
23.49144662935919,103
716044.4651342536,104
60.61218906514961,105
1.0894376677733907e-23,106
10.935463096906993,107
202350.67574046305,108
7.300189194939616e-26,109
1.3134522790208556,110
1.390794946760587e-06,111
1.2985421632847086e-34,112
2.344259934422806,113
0.008987001236438159,114
0.6761626048784751,115
5.5349797227700477e-17,116
2.8001636542417007e-10,117
6.82269307451294e-39,118
7.198722178664369e-06,119
1.6961447199354277e-45,120
170.12692698114682,121
19.843457450524095,122
0.0022900201067235578,123
7.862407943587494e-20,124
9.048301827248639e-27,125
2.353345640505219e-31,126
96778.2061777496,127
1.4145401333226007e-10,128
1.607892246855819e-10,129
2.4256934608644453e-12,130
13083.389230160452,131
2.328148301726202e-06,132
42362.42472049207,133
4.812100233496868e-09,134
7236357.853011913,135
7.78661361243522e-07,136
4.0495300641142474e-08,137
0.00017729757654836925,138
233.15391501855194,139
0.987738331912157,140
1.7870245685544063e-42,141
7182305.19432492,142
3117186.342379666,143
4.9115080079224884e-17,144
2686.5202560367284,145
2.043825176618623e-27,146
3518.446506796033,147
1.1644318109490686e-24,148
8.711234254160965e-05,149
5.335329662345935e-145,150
118.36508203442841,151
0.004028444817811004,152
5.538944835741694,153
714222.3615098991,154
1.9156129006910627e-40,155
0.07854239536117474,156
4.8805293056509565e-05,157
327.60383854449714,158
0.014530572883175125,159
0.00011735081145691981,160
0.0021567121052825386,161
0.0036559021088060353,162
1.2113482713547548,163
4.5271396323942597e-17,164
3157905.673491401,165
7.240561812132732e-10,166
0.2428233939364347,167
330591.50060178223,168
0.006729754137137447,169
141251.78201955426,170
3.0754918988193077e-56,171
0.0003583815647418465,172
1.1014751015460717e-20,173
3.1821403593361712e-06,174
2676106.7428250895,175
7751330.482961757,176
1.524109141859638e-16,177
5.2649711246667076e-11,178
2.2589039951742288e-22,179
0.01144634856433043,180
7821055.059387467,181
194.59316169262215,182
8.923269117456756e-15,183
45.677894433497386,184
7913797.823363494,185
1.6727154341701499e-75,186
1.2362225754320306e-15,187
19.02452973631155,188
0.4732558489891637,189
1.6699346312871907e-87,190
8.941382073727418e-08,191
5.608264476453332e-18,192
2.1422438388820763e-10,193
6.085612091633872e-63,194
47.85478866824168,195
7883599.988855655,196
249581.40283175578,197
3876624.3275560406,198
1.1445577272564336,199
7702161.823962058,200
74785.71438334639,201
4.905994744541575e-61,202
1.5263011287578378e-16,203
5.947162682505754e-13,204
12474.879556536978,205
2.217697793286567e-18,206
1.2970383366839429e-69,207
1.2962152973762794e-29,208
4.273111054760633e-56,209
1.5462073709191728e-07,210
7976198.6341745,211
9.486909720589801e-21,212
8.088407870103756e-06,213
1.0150081708440499e-41,214
1.2969270663683546e-17,215
0.07999554427558973,216
3.358950894529824e-30,217
40095.129932856384,218
6.495695304929763e-36,219
0.11562467693953411,220
1.0021879570396535e-26,221
6.461007155224713e-12,222
5433974.534188091,223
5.430706666072919e-12,224
6.805922424635168e-31,225
213.87390857060126,226
2.1277903023600548e-35,227
2044.101800164332,228
2.5252813886134003e-15,229
1.680972229197451e-06,230
1.9294717685987526e-12,231
1.1260450153096397e-15,232
1.0575377167683864e-98,233
1.8602962355104803e-31,234
4.02828743853712e-52,235
128.87418783676375,236
173235.7120508506,237
1.5493633878275064e-25,238
3.359698470173287e-10,239
7999999.063720785,240
4.3062951239920806e-35,241
3.2590503429498504e-10,242
1172.6498585642175,243
3.078362057360996e-08,244
9.992640188070149e-18,245
4.053255310065836e-20,246
7999999.464234116,247
1.9385654032963454e-30,248
2.8452038423140048e-30,249
1.1481323308529638e-78,250
3092441.3694604207,251
1.8002909652552818e-09,252
2.2996984192623346e-16,253
1.3214647872932036e-10,254
6.374819778574163e-95,255
3.433961736092696e-17,256
9.952814143578093e-10,257
7999999.982529667,258
5.141461451291139e-06,259
2.3192171030057053e-10,260
1.752000274223894e-43,261
2.3272045492565646e-26,262
1.3472239779194616e-51,263
1.277941920084737e-14,264
1.1184837060228985e-12,265
0.04910800595777337,266
2262525.8430198804,267
0.0030173355216995762,268
3.3737591588201337,269
34563.50223456972,270
1.4279338108991062e-21,271
5.6706358490362835e-14,272
1.020215976140717e-09,273
5.135043607345153e-45,274
2.0500625036933364,275
2.1730802545904968e-07,276
6796001.2972767325,277
4.714483839678611e-08,278
5.1263730362305144e-14,279
0.00023337280678384045,280
7194.130640790988,281
2.1839629144355703e-28,282
9.729725932089783e-38,283
2.1909913152340736e-37,284
4.001867549927048e-11,285
2.413836678481449e-41,286
9.542035755605115e-36,287
1.501814302153979e-61,288
1.7044724022761526e-103,289
9.153497584381802e-43,290
0.08854933530273386,291
45013.172848221824,292
4.309363986548565,293
1.8450295713557565e-05,294
5.883958674273429e-05,295
2.348313576615571e-16,296
0.0009958806690040386,297
16.334104562224656,298
2330.2827988938293,299
157.79257712069608,300
4670443.912711871,301
0.00011204737553200601,302
5.1914838331262714e-12,303
1.5257122660002648e-08,304
1.0849557026665164e-30,305
7454921.025612204,306
1.6358851283855372e-13,307
1.8582441857520172e-19,308
7.636790706350513e-18,309
2.7897238355779605e-25,310
3.198053982009392e-06,311
2.9574431066012355e-40,312
8.079615228355689e-44,313
1.108773659851068e-43,314
93162.08278388441,315
6260699.96806424,316
6.5352048621019176e-12,317
7998320.047917925,318
111190.39270930574,319
7.729508207298274e-56,320
7999999.979025003,321
2.4965523996916265e-27,322
0.0008881970768350929,323
1.0994063036913146e-29,324
7999999.966990885,325
71763.20154744157,326
5.872248357587029e-27,327
6.486168066750396e-11,328
13804.799474063135,329
97.55604328476856,330
1.8075752455201747e-23,331
4.379616667787003e-47,332
3.7645035435786104e-10,333
0.015039894566785318,334
642.8934931269608,335
6.194996879593401e-22,336
6.950328776684147e-15,337
1.796892295944514,338
5.347566228871097e-05,339
18996.4318542215,340
6.154519319107919e-13,341
2.8488922686631037e-13,342
1.9077729417762438e-41,343
3.3755000308305997e-10,344
5.747938781826679e-10,345
228061.35877276637,346
1.1120289936297201e-11,347
1.2722869143848045e-46,348
1.417990525110188e-20,349
334.2678911681083,350
7993611.410543898,351
6.432445381939355e-33,352
1.7617734452159284e-20,353
1.3655203357181838e-50,354
2.9611404836137064e-11,355
1.048130178366184e-12,356
1490238.44741434,357
0.021910590851006724,358
1.87321872791101e-53,359
8.967857321726037e-06,360
9.445793088562058e-19,361
6.07576080456165e-12,362
3.575780225452674e-29,363
3.473134912418208e-11,364
1.6602768205740283e-10,365
3.883900162293222e-35,366
1295.660712545002,367
0.46003214799010805,368
5.666535675572669e-13,369
30.46178576844053,370
1846983.625912164,371
2369.97725831758,372
4.4671396493691706e-24,373
3.100109799608326e-80,374
0.004184523116860061,375
70010.74773833656,376
7.41425209118916e-110,377
5.16695488515462e-16,378
12546.782325530186,379
5.668080406168763e-23,380
1.718573306542938e-24,381
5.496750888687413e-43,382
1.8302791108122949,383
4.858445582726459,384
618969.7886542663,385
5.073084906418403e-36,386
1.190485875477544e-43,387
9.387046482485259e-39,388
836250.5675000148,389
7999999.931065927,390
130.57325396936864,391
2.055464684449295e-27,392
1.5593910203185337,393
1088019.982245956,394
46.68490812255562,395
2.7778200042183206e-32,396
2.2800130189096544e-12,397
7994452.62234491,398
9.913897580687465e-54,399
553452.5886273915,400
0.001109932266457498,401
1.954753018842759e-09,402
0.00199835396733385,403
7725.219901486739,404
5.164254477724168e-07,405
4191874.7616496193,406
18.968724398897027,407
1.8812963112332323e-33,408
7460249.698128193,409
1.9183083202647472e-05,410
242767.7643850573,411
0.0003576379872127617,412
1.58631184348908,413
2.838232875214908e-51,414
5.647568319238571e-75,415
4.352861636707783e-25,416
44791.5382660633,417
6.204421933801585e-35,418
448623.0303929686,419
7999905.0564267,420
40.88446193568312,421
5.994685932461562e-06,422
3.7739208922710388,423
5.341248663747791e-94,424
60035.30465022705,425
2.5826911929458517e-17,426
8.281910328424774e-65,427
3.0797581046886753e-06,428
4.943661194057003e-19,429
4.4295504232755344e-29,430
6.418638727552741e-19,431
7948010.422123032,432
2.2780459675063977e-46,433
9.172086533247792e-37,434
8.892095732076875e-33,435
1.7363598436483956e-23,436
8.632967959424137e-09,437
2.782161047022066e-18,438
0.1482187464920367,439
7.366076458433203e-13,440
14.783659031591835,441
6.569933995971623,442
7953573.078666099,443
4.0087247966334577e-13,444
0.009662347785545134,445
5.999389910535229e-14,446
1.944468181954563e-14,447
1.666277833787452e-87,448
5.606401425042089e-14,449
1.0256257847385614e-68,450
3.8908606539235313e-16,451
1.5379894572615396e-34,452
5.2117132958335725e-09,453
1010671.8362524803,454
7.442514376029631e-07,455
71280.49037289589,456
4.250012811410379e-15,457
2.6947549970197524e-20,458
79.9435068280285,459
9.638490970832222e-17,460
7999990.260175067,461
1.096009133879903e-08,462
1.7053187383612657e-06,463
7914969.719803846,464
458.4493312459052,465
5.358565796852614e-08,466
7.114930139727824e-06,467
2.2369741629842736e-15,468
211492.08087605235,469
0.0015002952949501164,470
1.3265033990616257e-33,471
1092.5167452581593,472
6.570193649453212e-28,473
16126.295775256684,474
1015685.3544336817,475
0.013247625088940862,476
7999990.763700369,477
3.841785834787269e-06,478
0.02135827384641275,479
8.310589880910873e-15,480
3.0754659014528717e-24,481
2.1337925223827206e-77,482
0.01563870948215219,483
1.2405923431459599e-48,484
3.1925845251457017,485
1.0099134812444259e-25,486
49042.057445680926,487
5.68741615275656e-17,488
0.4921393619681711,489
2.8020182695965197e-09,490
2.0230115431244666e-12,491
2.7437221853224226e-08,492
1.2712602676042408e-19,493
1.811406142740127e-81,494
0.45103953229660115,495
7.394161193459062,496
1.0989548218009896e-32,497
7964610.261733412,498
0.0007160330752671223,499
1.506240303761586e-58,500
8.21016428610329e-23,501
0.0008557130028747707,502
0.00018388212818671527,503
6.297787372446441e-25,504
193.78540996881085,505
2.4531112906475947e-50,506
0.04251575867604754,507
328292.4413534623,508
1084801.1909300531,509
1008119.4397113508,510
0.2282040441638875,511
2.864765046619547e-24,512
7997070.001313205,513
2.5494973899039994e-12,514
1.503737831650004e-51,515
3.973579755369579e-114,516
7114074.2519855155,517
3.234037332402138e-07,518
98241.66730248625,519
1.0495901266369198e-43,520
0.0028501341397013796,521
6.171982470426299e-14,522
7.042010261068263e-53,523
1.8764690303476204e-39,524
1950452.0431063594,525
6.379906804585969e-23,526
2.86808351983856e-42,527
2.9939500682579876,528
4.7996942233559446e-67,529
8.823586137691539e-24,530
6.687731105261406e-10,531
6.351522923712474e-07,532
116332.69069547004,533
102717.10959682186,534
1.0935395416189088e-25,535
0.000673958377279204,536
1.9135222048870836e-15,537
933653.7621609487,538
0.0010248501521129365,539
0.13843268982542214,540
7868988.298155101,541
1.1817699372148217e-21,542
0.07482424654465324,543
7998474.973231387,544
5817205.191481818,545
3.9195662863722766e-19,546
54345.8116238274,547
7999996.150265616,548
7999999.999996176,549
0.04859780301553653,550
136055.93690585776,551
9.243501373259783e-13,552
6.209299048227613e-21,553
391681.4479720318,554
7.753752748311876e-32,555
52593.25924245808,556
1.6323671098715124e-32,557
5.354998894951317e-15,558
1.4670890009631358e-34,559
1.1193815512493062e-24,560
1.4405143718097951e-24,561
12.653604547174126,562
1.0201747465059594e-34,563
2.1298557570573595e-08,564
4.029296409977628e-10,565
6987.1029579874,566
52.2601025266708,567
3.3793516995230985e-24,568
385.6051364363185,569
3.055320077486828e-29,570
3787586.2302496736,571
8.651713213006274e-08,572
1.3172748929617079e-27,573
7999935.026507142,574
1903198.3283933508,575
63.32127069168304,576
1.1296839019003391e-13,577
6.203360453368302e-46,578
3023.278628436385,579
190016.03262444303,580
0.004194660428731752,581
1.5330649656476723e-19,582
8.05490781627992e-52,583
6.487366188920332e-09,584
7782761.554892663,585
57.64526905000266,586
5.689974910492474,587
5.662637234673086e-25,588
1.107523132916379e-13,589
1.0619936134167722e-05,590
1.066052465764987e-09,591
0.737266360474849,592
24.83847214293812,593
7.439499194400512e-35,594
678.257364331573,595
565.31152595298,596
93.39345100528273,597
7994349.099523398,598
140159.30731008571,599
39804.15872323819,600
7962971.418568452,601
5.064623938975231e-09,602
7.134250153589433e-97,603
3.1495130684123293e-59,604
8.91903204722289e-24,605
16801.532535735892,606
0.103362510714058,607
1.9175471583942215e-71,608
