loss,simulation_number
0.03368325892329332,1
4.787217081267975e-06,2
1783.8925841402884,3
2.0083175000153575e-77,4
1.7390462802188016e-32,5
126.7550080644967,6
3.340013063746898e-72,7
5.077452359615421e-91,8
2.2787770322655953e-115,9
7.095672155795279e-100,10
1558.3092935796221,11
3.124599124700948e-142,12
5.080411556070122e-94,13
2.280630485982897e-13,14
8.251757731639456e-39,15
9.39950967198028e-114,16
4.4183173671081666e-32,17
4.346794519705772e-08,18
1.9783864305547084e-161,19
2916.3600162868183,20
6.415311424460991e-140,21
6.312995842551664e-15,22
7.646845740001088e-38,23
3.3100716202829706e-37,24
1.0937080628845224e-150,25
6.728581980276524e-10,26
6.531425532423913e-179,27
1.8811626984731124e-34,28
7477723.584662286,29
5.646686943738768e-09,30
4.2388107375235014e-92,31
1.522518211208641e-102,32
1.0987992636802477e-16,33
1.5722848087549783e-112,34
5.086071653814933e-56,35
6.398015111662752e-77,36
1.3395053129412138e-08,37
5.19709918523174e-08,38
2.835400219744418e-82,39
2.2812372979824642e-12,40
7.4814193456437995e-31,41
8.807983887832521e-52,42
7.572254246602864e-49,43
1.3167975738388546e-43,44
0.006376590637509825,45
0.00044657409988572034,46
4.6937226672063964e-21,47
2.3318602999403575e-39,48
2.3068750941051846e-69,49
1.5575274984727855e-25,50
1.476397400167871e-29,51
2668991.5007933793,52
3.5358887184310614e-64,53
3.839106075880589e-25,54
314571.61670506827,55
1.6124379960728107e-21,56
0.0028669239609194447,57
3.887880891361242e-05,58
6.773094168507579e-15,59
593.3370683416692,60
1.0534401043982312e-82,61
57550.72811005297,62
2.558461368597497e-48,63
2.2496233842110885e-09,64
6.044507153325879e-57,65
2.729271861323757e-98,66
7999898.130257082,67
2.0354094627051163e-116,68
6.672520824782751e-67,69
1.7586553601491476e-164,70
5.215926146604215e-62,71
1.5054557021548733e-68,72
5.477319077024032e-41,73
6.608411952621693e-58,74
7822160.130282298,75
7.785995450712755e-57,76
1.0462162077928746e-49,77
1.058169683906498e-21,78
0.00607627653658923,79
8.116240483223886e-33,80
1.9064805934620163e-65,81
1.5667128011063526e-08,82
2.2952487801848424e-46,83
0.07285606444843407,84
43.149660863752445,85
2.219689600623153e-73,86
1.9163045658337494e-10,87
3.6883504637680964e-76,88
4.281312665122041e-11,89
1.78624732138267,90
6.628870467314601e-148,91
7.941693230343388e-95,92
2.437323429502611e-42,93
7.7505989267307e-47,94
2.0493639018439232e-63,95
3.297100284823169e-34,96
2.4291681268756756e-28,97
4.551849736637053e-41,98
3.7045845010523596e-63,99
3.4837861277490146e-44,100
2.933429361503688e-41,101
5.003401577196832e-23,102
1.1960814510921724e-38,103
522426.7350928331,104
0.08931402736263583,105
7955454.8617289355,106
7998982.453968916,107
5.103863145899376e-19,108
1.5780171343312324e-93,109
1.6848279328577406e-62,110
66250.73052776675,111
3.0396210018214745e-149,112
6.069753646888744e-45,113
2.403263535222772e-110,114
2.0404304809448868e-17,115
3.8977494962962265e-101,116
5865.115060136898,117
3.077959816502626e-13,118
8.171655292312117e-06,119
5.473640220550885e-34,120
1.8833039061232883e-22,121
7.348018936418736e-46,122
